Nom.NiCl2.Conc.,Ni60_mean_mg_L,Ni60_sd_mg_L,Ni60_min_mg_L,Ni60_max_mg_L,n_icpms
0,0.0029593397202,0.003140277703735486,0.0011174917680000002,0.01167037036,10
100,38.06568391555555,9.128900433494978,29.05522321,54.44002702,9
